,0
0,0.7241271622975667
1,0.6741872851053874
2,0.6342274737358093
3,0.5703002256817288
4,0.5061013416449229
5,0.47062021050188274
6,0.43260405666298335
7,0.42143210934268105
8,0.4086704939603806
9,0.4001484442419476
10,0.4048692792654037
11,0.38774659057458244
12,0.37961829211976794
13,0.3926519071393543
14,0.3813766156302558
15,0.39865674720870126
16,0.3951606688896815
17,0.38540776511033376
18,0.37761930141184064
19,0.38823491950829825
20,0.36998229622840884
21,0.37871914853652316
22,0.38224601378043493
23,0.38543337795469496
24,0.37514720751179587
25,0.35977708637714384
26,0.365730449491077
27,0.37333904335896173
28,0.376699607041147
29,0.3698888480001026
30,0.3715926827987035
31,0.37661246137486565
32,0.37319824583000605
33,0.37198949979411233
34,0.3681046406428019
35,0.3742032938533359
36,0.37566811508602566
37,0.37350449648168355
38,0.36072123507658643
39,0.3750044823024008
40,0.3687667304939694
41,0.35479697707626556
42,0.3724381520350774
43,0.3645415726635191
44,0.3654937603738573
45,0.36528204990757834
46,0.3732623028755188
47,0.3766428920295503
48,0.3671557968523767
49,0.3670080297854212
50,0.3563893245326148
51,0.377645330230395
52,0.3653998754753007
53,0.3715727420316802
54,0.35221189194255403
55,0.36002748125129275
56,0.35962674882676865
57,0.3621149299542109
58,0.36344421638382807
59,0.36207309401697585
60,0.37635812951458825
61,0.35786874108844335
62,0.3669902715086937
63,0.3605958844555749
64,0.3656142446729872
65,0.3642899402644899
66,0.3650723910331726
67,0.3586041741569837
68,0.3526420569088724
69,0.35575322919421726
70,0.3661769383483463
71,0.36479308244254854
72,0.3668337006701363
73,0.36231677644782595
74,0.3601357708043522
75,0.3583786236908701
76,0.37300005349848003
77,0.3657270348072052
78,0.36371327300866446
79,0.36156918946239686
80,0.34757514890697266
81,0.3570158029264874
82,0.3534383095304171
83,0.3549558986557855
84,0.3477652330862151
85,0.36029612504773667
86,0.35206798596514594
87,0.3576961697141329
88,0.3610382998651928
89,0.35541884660720824
90,0.35335613634851243
91,0.357761875225438
92,0.35984663976563347
93,0.3553918135828442
94,0.3503547887669669
95,0.355760048561626
96,0.3631920390658908
97,0.35191516197390027
98,0.36302876677778034
99,0.36470547258853914
100,0.35976080344782935
101,0.35244139757421283
102,0.3583826530310843
103,0.3530631145172649
104,0.3457704853680399
105,0.35879563824998006
106,0.36021962768501703
107,0.3648000779747963
108,0.3494032903843456
109,0.348365118238661
110,0.35422541201114655
111,0.34436536795563166
112,0.34714372399780485
113,0.3506040555900998
114,0.3579993666542901
115,0.35419381416506235
116,0.33362948497136435
117,0.35248922444052166
118,0.35631630798180897
119,0.35572065883212617
120,0.3410238237182299
121,0.32800133870707615
122,0.35487025681469175
123,0.34870637115505004
124,0.34339084492789373
125,0.35506955458058254
126,0.35007939043972225
127,0.3530019884639316
128,0.34051052464379206
129,0.35715318044026695
130,0.34747025436825224
131,0.35046830498509934
132,0.3541702268189854
133,0.347051184144285
134,0.33552660150660407
135,0.35054244909021587
136,0.3409516284532017
137,0.34610634293821124
138,0.34853046821223366
139,0.34302780366606184
140,0.35249561740292445
141,0.34670949200789136
142,0.34637768930859036
143,0.343074164920383
144,0.34036212573448815
145,0.3381174706419309
146,0.34728062252203623
147,0.34068875425391726
148,0.3444438941280047
149,0.3480602576004134
150,0.34572556840048896
151,0.34461552537149853
152,0.3422631851832072
153,0.34234727485312355
154,0.3430687383479542
155,0.3515861174464226
156,0.33511958916982015
157,0.34374628752470016
158,0.3446327794591586
159,0.34290994144148296
160,0.34335932893885507
161,0.342506908873717
162,0.33721236291858886
163,0.3381733673479822
164,0.3373064614004559
165,0.33896880202823215
166,0.345880323515998
167,0.3411451977160242
168,0.33435379674037297
169,0.34147622658146753
170,0.34719206747081544
171,0.33129862282011246
172,0.32954566346274483
173,0.3357669312755267
174,0.33648703863223395
175,0.3370142642988099
176,0.34839000602563225
177,0.3372189254230923
178,0.33562135603692794
179,0.34362382921907636
180,0.32783245649602677
181,0.3342448264691565
182,0.3430627722541491
183,0.333817737698555
184,0.3270311136378182
185,0.3352220664752854
186,0.32983683069547015
187,0.3376645443174574
188,0.3345635690291723
189,0.33187984390391245
190,0.3275920768578847
191,0.33356193711360294
192,0.33156864441103406
193,0.33470157391495176
194,0.3358949341707759
195,0.34168601708279717
196,0.3298445225424237
197,0.32444676104519105
198,0.34003381295336615
199,0.34543007320827906
200,0.3253833450211419
201,0.3292459304134051
202,0.3390243510074086
203,0.323589622411463
204,0.3361352131432957
205,0.32825745903783377
206,0.32296462886863286
207,0.3337411299347878
208,0.330381866660383
209,0.32373983101712334
210,0.3328552527560128
211,0.32465866446495056
212,0.33861452668905256
213,0.3362147134542465
214,0.32831181079149246
215,0.328743318286207
216,0.331358483268155
217,0.3357900667190552
218,0.33329611387517716
219,0.33794318185912237
220,0.32849955598513286
221,0.3205988842248917
222,0.3300408693816927
223,0.3217772511641184
224,0.3311351661880811
225,0.33078722692198226
226,0.32177610715230304
227,0.3251665855778588
228,0.3287757235765457
229,0.33050455076826946
230,0.32533090548382865
231,0.334149815539519
232,0.33171713636981115
233,0.3203753573033545
234,0.32151022142834135
235,0.3257966864440176
236,0.3250655564665794
237,0.3263422371612655
238,0.32888123270538117
239,0.3222940612170431
240,0.33114932699335947
241,0.3159967234399584
242,0.3283094775676727
243,0.333087128036552
244,0.3279783779051569
245,0.3206086858444744
246,0.3266903087165621
247,0.31402118500736026
248,0.3199908668133948
249,0.33110895454883577
250,0.3231931718190511
251,0.32814124666982225
252,0.3161966321203444
253,0.3266369912028313
254,0.3202621667583783
255,0.3214213824272156
256,0.32514884965287316
257,0.3220446860459116
258,0.32220729069577325
259,0.3213098665740755
260,0.3357215666108661
261,0.3296069609456592
262,0.31358306212557685
263,0.32863130258189305
264,0.3351438704133034
265,0.3251968604988522
266,0.32421820650498073
267,0.315954809917344
268,0.32274794591797723
269,0.32130734195311866
270,0.32243358459737564
271,0.32394581135776307
272,0.32799122956064014
273,0.3342672248350249
274,0.3328116445408927
275,0.32579967733886506
276,0.31169976433118185
277,0.3232167579730352
278,0.3224826459089915
279,0.3162709166937404
280,0.3257128537363476
281,0.32306450347105664
282,0.3317443926135699
283,0.32616646740171645
284,0.3231197250551648
285,0.3261995310584704
286,0.32121149837970736
287,0.32141683869891696
288,0.3219720387127664
289,0.3126216213239564
290,0.3199313709802098
291,0.3297436492972904
292,0.32599192559719087
293,0.33537024554279116
294,0.32517066197262867
295,0.32149852312273447
296,0.31809873706764646
297,0.3223731995622317
298,0.32153645634651185
299,0.31400237725840674
