,0
0,0.07291819155216217
1,0.1671866476535797
2,0.14241573214530945
3,0.29385465383529663
4,0.31590524315834045
5,0.48923808336257935
6,0.47400301694869995
7,0.4426439702510834
8,0.5525758862495422
9,0.5567877888679504
10,0.6528827548027039
11,0.6581850051879883
12,0.447195440530777
13,0.662503182888031
14,0.5956782698631287
15,0.5636122226715088
16,0.6288965940475464
17,0.5908563733100891
18,0.5333354473114014
19,0.4591962695121765
20,0.5493073463439941
21,0.6452845931053162
22,0.626207709312439
23,0.6087131500244141
24,0.6060081720352173
25,0.599197268486023
26,0.5923498868942261
27,0.5570774078369141
28,0.5525026321411133
29,0.5472222566604614
30,0.5797889232635498
31,0.6018434762954712
32,0.6914446353912354
33,0.6053218245506287
34,0.18998673558235168
35,0.565507173538208
36,0.48490726947784424
37,0.5778749585151672
38,0.6246570348739624
39,0.5779335498809814
40,0.6022131443023682
41,0.6640856266021729
42,0.634218692779541
43,0.6151893138885498
44,0.6459550857543945
45,0.6453268527984619
46,0.6597172021865845
47,0.6982983350753784
48,0.6207540035247803
49,0.6547824740409851
50,0.6047784090042114
51,0.62115079164505
52,0.6223199367523193
53,0.666778028011322
54,0.6405122876167297
55,0.6900234818458557
56,0.6527511477470398
57,0.6470468640327454
58,0.6501210331916809
59,0.16941717267036438
60,0.5412555932998657
61,0.6363250017166138
62,0.6141194105148315
63,0.5749527215957642
64,0.665413498878479
65,0.5752495527267456
66,0.5423869490623474
67,0.6709655523300171
68,0.6243866682052612
69,0.6557442545890808
70,0.6065957546234131
71,0.6538642644882202
72,0.5586959719657898
73,0.6760865449905396
74,0.6378344297409058
75,0.6933131814002991
76,0.7014269232749939
77,0.6894699335098267
78,0.6515225768089294
79,0.6551108360290527
80,0.6434086561203003
81,0.6637523770332336
82,0.6192833781242371
83,0.6576619744300842
84,0.6787899136543274
85,0.6428402662277222
86,0.6942750215530396
87,0.5562805533409119
88,0.637978732585907
89,0.6300160884857178
90,0.6426587700843811
91,0.6714200377464294
92,0.33138442039489746
93,0.6556075215339661
94,0.6604040861129761
95,0.6211292743682861
96,0.6125094294548035
97,0.6619287133216858
98,0.6398102045059204
99,0.6417127847671509
100,0.6612496972084045
101,0.6810016632080078
102,0.6384108662605286
103,0.6401525139808655
104,0.6752467155456543
105,0.6630014777183533
106,0.6956455707550049
107,0.6542637944221497
108,0.6930248141288757
109,0.6690706610679626
110,0.6707314848899841
111,0.6685309410095215
112,0.6583642959594727
113,0.6480711102485657
114,0.6650526523590088
115,0.678843080997467
116,0.6645320653915405
117,0.6739028096199036
118,0.6441512107849121
119,0.6679825782775879
120,0.672706663608551
121,0.6730058789253235
122,0.68085116147995
123,0.6936319470405579
124,0.6037477850914001
125,0.6811403036117554
126,0.6702688336372375
127,0.6809661388397217
128,0.658593475818634
129,0.6663383841514587
130,0.6785390377044678
131,0.7051919102668762
132,0.6661738753318787
133,0.6986376047134399
134,0.6639000773429871
135,0.6692352294921875
136,0.6456079483032227
137,0.6315363645553589
138,0.676919162273407
139,0.6584293842315674
140,0.656689465045929
141,0.636645495891571
142,0.6555863618850708
143,0.6856942176818848
144,0.6695903539657593
145,0.6192584037780762
146,0.7016218900680542
147,0.659868061542511
148,0.6789617538452148
149,0.6659437417984009
150,0.6692183613777161
151,0.6723082661628723
152,0.6716933846473694
153,0.6663930416107178
154,0.6836178302764893
155,0.6689798831939697
156,0.6615428328514099
157,0.6719378232955933
158,0.6857986450195312
159,0.685847282409668
160,0.6764755845069885
161,0.6662948727607727
162,0.6611073017120361
163,0.6722556352615356
164,0.6821550130844116
165,0.6470738649368286
166,0.5982393026351929
167,0.6790972948074341
168,0.7022462487220764
169,0.6648825407028198
170,0.6920613050460815
171,0.687063455581665
172,0.6924614906311035
173,0.6860532164573669
174,0.6838329434394836
175,0.7033357620239258
176,0.6778107285499573
177,0.6862608790397644
178,0.6869004368782043
179,0.6760869026184082
180,0.6585266590118408
181,0.677234947681427
182,0.6902862787246704
183,0.6747335195541382
184,0.654042661190033
185,0.6820213794708252
186,0.6960091590881348
187,0.6869012713432312
188,0.651432991027832
189,0.6731085777282715
190,0.6941131353378296
191,0.6647316217422485
192,0.6820024847984314
193,0.676781415939331
194,0.7023646235466003
195,0.7003476619720459
196,0.6576707363128662
197,0.67857825756073
198,0.6829452514648438
199,0.6808883547782898
200,0.6676002144813538
201,0.6958016753196716
202,0.6889705657958984
203,0.6786078214645386
204,0.6820655465126038
205,0.6849427223205566
206,0.6759279370307922
207,0.679232656955719
208,0.6875109076499939
209,0.6837340593338013
210,0.6945989727973938
211,0.6912670731544495
212,0.6857033371925354
213,0.6724053621292114
214,0.6899692416191101
215,0.7079921364784241
216,0.7047065496444702
217,0.6991803050041199
218,0.6922047734260559
219,0.6824392080307007
220,0.6954558491706848
221,0.6809276342391968
222,0.6892997622489929
223,0.6991150379180908
224,0.6899892091751099
225,0.6849113702774048
226,0.6933833956718445
227,0.687909722328186
228,0.7012407183647156
229,0.6842141151428223
230,0.6954247355461121
231,0.6781622171401978
232,0.6856229305267334
233,0.6806442737579346
234,0.6955713629722595
235,0.6886482238769531
236,0.6991379261016846
237,0.6946855783462524
238,0.6980409622192383
239,0.6899137496948242
240,0.6869046688079834
241,0.6918116807937622
242,0.683813214302063
243,0.6868946552276611
244,0.6805154085159302
245,0.6760536432266235
246,0.681550145149231
247,0.6823796033859253
248,0.6851793527603149
249,0.6897831559181213
250,0.6799732446670532
251,0.6844542026519775
252,0.6774461269378662
253,0.6877775192260742
254,0.6862689256668091
255,0.6936689615249634
256,0.6803849339485168
257,0.6723514795303345
258,0.6807472705841064
259,0.6879132390022278
260,0.6801908612251282
261,0.6844466924667358
262,0.6783090233802795
263,0.6856172680854797
264,0.6891749501228333
265,0.6801757216453552
266,0.6818300485610962
267,0.6859239339828491
268,0.6929525136947632
269,0.6885657906532288
270,0.6947952508926392
271,0.687615156173706
272,0.6811089515686035
273,0.6798304319381714
274,0.682309627532959
275,0.6830430030822754
276,0.6846373081207275
277,0.6862204670906067
278,0.6883817911148071
279,0.6857808828353882
280,0.6849410533905029
281,0.6868783831596375
282,0.685177206993103
283,0.683024525642395
284,0.6839547753334045
285,0.6841440200805664
286,0.6838782429695129
287,0.681904137134552
288,0.6825991868972778
289,0.6835479736328125
290,0.684317409992218
291,0.6850258708000183
292,0.684833824634552
293,0.6850408911705017
294,0.6849226951599121
295,0.6848934888839722
296,0.684994101524353
297,0.6850690841674805
298,0.6850247979164124
299,0.6850302219390869
