,0
0,0.6056333780288696
1,0.6277312636375427
2,0.5769752860069275
3,0.6084187030792236
4,0.6091015338897705
5,0.6071338653564453
6,0.6017581820487976
7,0.6490312814712524
8,0.6688599586486816
9,0.6112397909164429
10,0.6758016347885132
11,0.6425870656967163
12,0.6510931849479675
13,0.636863112449646
14,0.6519778966903687
15,0.6313802003860474
16,0.5841870903968811
17,0.6131026148796082
18,0.6721940636634827
19,0.6390081644058228
20,0.6469076871871948
21,0.628409206867218
22,0.6749759912490845
23,0.6841110587120056
24,0.6645380854606628
25,0.6291017532348633
26,0.6411421298980713
27,0.67979496717453
28,0.6263665556907654
29,0.6508373618125916
30,0.639151930809021
31,0.6567795276641846
32,0.6341643333435059
33,0.6507399082183838
34,0.6641692519187927
35,0.6698038578033447
36,0.6629752516746521
37,0.6571996808052063
38,0.6531513929367065
39,0.6630825996398926
40,0.6571987867355347
41,0.6572174429893494
42,0.6623639464378357
43,0.6505711674690247
44,0.6607927083969116
45,0.6653591394424438
46,0.6643064618110657
47,0.6653127670288086
48,0.665148138999939
49,0.6649404168128967
